Inches,Ram,Gpu,OpSys,Weight,Price_euros,CPU Manufacturer,CPU Series,CPU Model,CPU Clock Speed,Capacity,MemoryType,Laptop,Width,Height
15.6,4,AMD Radeon 520,Windows 10,1.91,478.89,AMD,AMD A6-Series,6,2.5,256GB,SSD,HPNotebook15-bw002nv (A6-9220/4GB/256GB/Radeon,1920,1080
15.6,4,Intel HD Graphics 520,No OS,2.15,462.35,Intel,Intel Core,5,2.3,1TB,HDD,LenovoNotebookV310-15ISK (i5-6200U/4GB/1TB/FHD/No,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.7,1260.0,Intel,Intel Core,7,2.8,128GB,SSD,AcerGamingNitro 5,1920,1080
17.3,6,AMD Radeon R7 M440,Windows 10,2.65,569.0,AMD,AMD A10-Series,10,2.4,2TB,HDD,HPNotebook17-Y002nv (A10-9600P/6GB/2TB/Radeon,1920,1080
15.6,16,Nvidia GeForce GTX 1060,Windows 10,1.8,2094.48,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGS63VR 7RF,1920,1080
17.3,4,Nvidia GeForce 940MX,Windows 10,3.3,598.0,Intel,Intel Core,3,2.0,1TB,HDD,AcerNotebookE5 774G,1600,900
17.3,8,Nvidia GeForce GTX 1060,Windows 10,4.42,2046.0,Intel,Intel Core,7,2.7,1TB,HDD,DellNotebookAlienware 17,1920,1080
17.3,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1349.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingLeopard GP72M,1920,1080
15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.4,1294.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGP62 7RDX,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.5,1048.0,Intel,Intel Core,7,2.8,128GB,SSD,LenovoGamingLegion Y520-15IKBN,1920,1080
15.6,4,Intel HD Graphics 500,Windows 10,2.0,339.0,Intel,Intel Celeron,3350,1.1,1TB,HDD,AsusNotebookX541NA-GO020T (N3350/4GB/1TB/W10),1366,768
15.6,8,AMD Radeon R7 M445,Linux,2.32,589.52,Intel,Intel Core,5,2.5,1TB,HDD,DellNotebookInspiron 5567,1366,768
14.0,8,AMD Radeon RX 550,Windows 10,1.75,1215.38,Intel,Intel Core,7,1.8,256GB,SSD,LenovoUltrabookThinkPad E480,1920,1080
15.6,4,AMD Radeon R5,Windows 10,1.91,488.99,AMD,AMD A9-Series,9,3.0,256GB,SSD,HPNotebook15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),1920,1080
15.6,4,AMD Radeon 520,Windows 10,2.1,469.0,Intel,Intel Core,3,2.0,1TB,HDD,HPNotebook15-BS028nv (i3-6006U/4GB/1TB/Radeon,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,2.1,389.0,Intel,Intel Core,3,2.0,1TB,HDD,AcerNotebookAspire E5-475,1366,768
12.0,8,Intel HD Graphics 5300,Mac OS X,0.92,1163.0,Intel,Intel Core,1,1.1,256GB,Flash Storage,"AppleUltrabookMacBook 12""",2304,1440
15.6,6,Intel HD Graphics 620,Windows 10,2.04,579.0,Intel,Intel Core,7,2.7,1TB,HDD,HPNotebook15-bs053od (i7-7500U/6GB/1TB/W10),1366,768
11.6,4,Intel HD Graphics 500,Windows 10 S,1.2,340.0,Intel,Intel Celeron,3350,1.1,64GB,Flash Storage,AsusNetbookVivoBook E201NA,1366,768
12.5,8,Intel HD Graphics 620,Windows 10,1.26,1483.0,Intel,Intel Core,7,2.7,512GB,SSD,HPNetbookElitebook 820,1920,1080
15.6,4,AMD Radeon R5 M420,Linux,2.18,569.0,Intel,Intel Core,5,2.5,128GB,SSD,DellNotebookVostro 3568,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.21,1629.0,Intel,Intel Core,5,1.6,256GB,SSD,DellUltrabookXPS 13,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.43,1500.0,Intel,Intel Core,7,2.5,256GB,SSD,HPUltrabookEliteBook 1040,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.1,668.48,Intel,Intel Core,3,2.4,500GB,HDD,HPNotebookProBook 450,1366,768
15.6,4,AMD Radeon R5 M420,Linux,2.18,465.0,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookVostro 3568,1366,768
15.6,8,Intel HD Graphics 520,Windows 10,2.2,1119.0,Intel,Intel Core,5,2.3,256GB,SSD,ToshibaNotebookTecra A50-C-1ZV,1366,768
13.3,8,Intel UHD Graphics 620,Windows 10,1.21,1649.0,Intel,Intel Core,7,1.8,256GB,SSD,DellUltrabookXPS 13,1920,1080
15.6,4,Intel HD Graphics 400,No OS,1.86,288.9,Intel,Intel Celeron,3060,1.6,1TB,HDD,HPNotebook250 G6,1366,768
15.6,8,Intel HD Graphics 520,Windows 10,2.3,1529.0,Intel,Intel Core,7,2.6,256GB,SSD,LenovoNotebookThinkpad T560,1920,1080
14.0,4,Intel HD Graphics 520,Windows 10,1.7,1096.0,Intel,Intel Core,5,2.3,180GB,SSD,LenovoUltrabookThinkpad T460,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.4,949.0,Intel,Intel Core,3,2.4,256GB,SSD,LenovoNotebookThinkPad 13,1920,1080
17.3,8,Nvidia GeForce 940MX,Windows 10,3.3,629.0,Intel,Intel Core,3,2.0,1TB,HDD,AcerNotebookAspire E5-774G,1600,900
14.0,4,Intel HD Graphics 620,Windows 10,1.64,779.0,Intel,Intel Core,5,2.5,500GB,HDD,HPNotebookProbook 440,1366,768
13.3,8,Intel HD Graphics 620,Windows 10,1.34,1189.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookENVY -,1920,1080
15.6,4,Intel HD Graphics 520,No OS,1.86,344.99,Intel,Intel Core,3,2.0,500GB,HDD,HPNotebook250 G6,1920,1080
15.6,8,AMD Radeon RX 550,Windows 10,2.1,1229.56,Intel,Intel Core,7,1.8,256GB,SSD,LenovoNotebookThinkPad E580,1920,1080
15.6,4,Intel HD Graphics 400,No OS,1.86,299.0,Intel,Intel Celeron,3060,1.6,128GB,SSD,HPNotebook250 G6,1366,768
15.6,4,Intel HD Graphics 500,Linux,2.0,224.0,Intel,Intel Celeron,3350,1.1,500GB,HDD,AsusNotebookA541NA-GO342 (N3350/4GB/500GB/Linux),1366,768
15.6,8,Nvidia GeForce 940MX,Linux,2.3,522.99,Intel,Intel Core,5,2.5,1TB,HDD,AsusNotebookX542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,1366,768
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.56,1060.49,Intel,Intel Core,7,2.8,128GB,SSD,DellGamingInspiron 5577,1920,1080
13.3,4,Intel HD Graphics 520,Windows 10,1.65,689.0,Intel,Intel Core,3,2.0,128GB,SSD,DellNotebookLatitude 3380,1366,768
14.0,16,Intel HD Graphics 620,Windows 10,1.24,1865.0,Intel,Intel Core,7,2.7,512GB,SSD,ToshibaUltrabookTecra X40-D-10H,1920,1080
15.6,4,Intel HD Graphics 620,No OS,2.2,467.0,Intel,Intel Core,5,2.5,1TB,HDD,LenovoNotebookIdeaPad 320-15IKBN,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.04,979.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookProBook 450,1366,768
15.6,8,AMD Radeon 530,Windows 10,2.02,1142.4,Intel,Intel Core,7,1.8,256GB,SSD,DellNotebookInspiron 5570,1920,1080
14.0,4,Intel HD Graphics 510,Chrome OS,1.45,375.0,Intel,Intel Celeron,3855U,1.6,32GB,Flash Storage,AcerNotebookChromebook 14,1366,768
15.6,4,AMD Radeon R2 Graphics,Windows 10,2.0,349.0,AMD,AMD E-Series,7110,1.8,500GB,HDD,AsusNotebookVivoBook X540YA-XX519T,1366,768
13.3,8,Intel HD Graphics 620,Windows 10,1.6,1199.0,Intel,Intel Core,5,2.5,256GB,SSD,Dell2 in 1 ConvertibleInspiron 7378,1920,1080
14.0,4,Nvidia GeForce 940MX,Windows 10,1.63,699.0,Intel,Intel Core,3,2.4,128GB,SSD,HP2 in 1 ConvertiblePavilion X360,1920,1080
15.6,4,Intel HD Graphics 510,Windows 10,2.1,318.0,Intel,Intel Celeron,3855U,1.6,500GB,HDD,LenovoNotebookV110-15ISK (3855U/4GB/500GB/W10),1366,768
14.0,8,Intel HD Graphics 520,Windows 7,1.43,1513.0,Intel,Intel Core,5,2.3,256GB,SSD,HPNotebookEliteBook 1040,1920,1080
15.6,8,Intel HD Graphics 620,No OS,2.3,573.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookV510-15IKB (i5-7200U/8GB/256GB/FHD/No,1920,1080
15.6,4,Intel HD Graphics 520,Windows 10,2.1,447.0,Intel,Intel Core,3,2.2,500GB,HDD,ToshibaNotebookSatellite Pro,1366,768
13.3,4,Intel HD Graphics 520,Windows 10,1.2,1195.0,Intel,Intel Core,5,2.3,128GB,SSD,ToshibaNotebookPortege Z30-C-16H,1920,1080
17.3,16,Nvidia GeForce MX150,Windows 10,2.9,1059.0,Intel,Intel Core,7,1.8,1TB,HDD,HPNotebookEnvy 17-U275cl,1920,1080
13.3,8,Intel HD Graphics 520,Windows 10,1.3,1268.0,Intel,Intel Core,7,2.5,256GB,SSD,DellUltrabookXPS 13,3200,1800
14.0,8,Intel HD Graphics 620,Windows 10,1.48,1268.0,Intel,Intel Core,5,2.6,256GB,SSD,HPNotebookEliteBook 840,1920,1080
17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,1749.0,Intel,Intel Core,7,2.8,256GB,SSD,AsusGamingRog GL753VE-DS74,1920,1080
13.3,8,Intel Iris Plus Graphics 640,macOS,1.37,1518.55,Intel,Intel Core,5,2.3,256GB,SSD,AppleUltrabookMacBook Pro,2560,1600
14.0,8,Nvidia GeForce 930MX,Windows 10,1.64,1185.43,Intel,Intel Core,7,2.7,256GB,SSD,HPNotebookProBook 440,1920,1080
15.6,8,AMD Radeon RX 540,Windows 10,2.2,659.0,AMD,AMD A12-Series,12,2.7,256GB,SSD,AcerNotebookAspire 5,1366,768
13.3,8,Intel HD Graphics 620,Windows 10,1.31,1599.0,Intel,Intel Core,7,2.7,256GB,SSD,SamsungUltrabookNotebook 9,1920,1080
15.6,6,Intel HD Graphics 620,Windows 10,2.4,564.0,Intel,Intel Core,5,2.5,1TB,HDD,LenovoNotebookIdeaPad 310-15IKB,1920,1080
13.3,8,Intel HD Graphics 520,Windows 10,1.16,1690.0,Intel,Intel Core,5,2.3,256GB,SSD,HPNotebookSpectre Pro,1920,1080
14.0,4,Intel HD Graphics 620,Windows 10,1.64,684.0,Intel,Intel Core,3,2.4,500GB,HDD,HPNotebookProbook 440,1366,768
15.6,8,AMD Radeon R5 M430,Linux,2.3,805.99,Intel,Intel Core,7,2.7,1TB,HDD,DellNotebookInspiron 3567,1366,768
13.3,8,Intel HD Graphics 520,Windows 10,1.2,1363.0,Intel,Intel Core,7,2.5,256GB,SSD,ToshibaUltrabookPortege Z30-C-16L,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.29,1499.0,Intel,Intel Core,5,1.6,256GB,SSD,HP2 in 1 ConvertibleSpectre x360,3840,2160
15.6,4,Intel HD Graphics 405,Windows 10,1.96,500.0,Intel,Intel Pentium,3710,1.6,1TB,HDD,HPNotebook250 G5,1366,768
15.6,12,Nvidia GeForce GTX 1050,Windows 10,2.62,1249.0,Intel,Intel Core,7,2.8,128GB,SSD,HPGamingOmen 15-ce007nv,1920,1080
15.6,8,Nvidia Quadro M1000M,Windows 7,2.59,1561.0,Intel,Intel Core,7,2.6,256GB,SSD,HPWorkstationZBook 15,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.32,1399.0,Intel,Intel Core,7,2.7,256GB,SSD,HPUltrabookSpectre X360,1920,1080
12.5,16,Intel HD Graphics 620,Windows 10,1.18,1859.0,Intel,Intel Core,7,2.8,256GB,SSD,DellUltrabookLatitude 7280,1920,1080
15.6,4,AMD Radeon R2,No OS,1.86,258.0,AMD,AMD E-Series,2,1.5,500GB,HDD,HPNotebook255 G6,1366,768
15.6,4,Intel HD Graphics 500,No OS,2.2,321.99,Intel,Intel Celeron,3350,1.1,1TB,HDD,LenovoNotebookIdeaPad 320-15IAP,1366,768
15.6,4,Intel HD Graphics 620,Windows 10,2.4,559.0,Intel,Intel Core,5,2.5,500GB,HDD,AcerNotebookExtensa EX2540-58KR,1366,768
15.6,8,AMD Radeon R5,Windows 10,2.4,449.0,AMD,AMD A8-Series,8,2.2,1TB,HDD,AcerNotebookAspire ES1-523,1366,768
12.3,4,ARM Mali T860 MP4,Chrome OS,1.15,659.0,Samsung,Samsung Cortex,72,2.0,32GB,Flash Storage,Samsung2 in 1 ConvertibleChromebook Plus,2400,1600
15.6,16,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,879.01,Intel,Intel Core,7,2.6,1TB,HDD,DellGamingInspiron 7559,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,2.18,750.0,Intel,Intel Core,5,2.5,256GB,SSD,DellNotebookVostro 3568,1920,1080
15.6,4,Intel HD Graphics,Linux,2.2,274.9,Intel,Intel Celeron,3060,1.6,500GB,HDD,DellNotebookInspiron 3552,1366,768
13.3,8,Intel HD Graphics 620,Windows 10,1.4,1010.0,Intel,Intel Core,7,2.7,256GB,SSD,LenovoNotebookThinkpad 13,1920,1080
17.3,16,Nvidia GeForce GTX 1080,Windows 10,4.36,2758.0,Intel,Intel Core,7,2.7,512GB,SSD,DellGamingAlienware 17,2560,1440
14.0,8,Nvidia GeForce 930MX,Windows 10,1.63,1031.0,Intel,Intel Core,7,1.8,256GB,SSD,HPNotebookProbook 440,1920,1080
15.6,16,Nvidia GeForce GTX 1060,Windows 10,3.2,1749.0,Intel,Intel Core,7,2.8,512GB,SSD,LenovoGamingLegion Y720-15IKB,1920,1080
14.0,4,Intel HD Graphics 620,Windows 10,1.95,1060.0,Intel,Intel Core,5,2.5,500GB,HDD,HPNotebookProBook 640,1366,768
15.6,4,AMD Radeon R2 Graphics,Windows 10,1.86,297.0,AMD,AMD E-Series,7110,1.8,500GB,HDD,HPNotebook15-BA015wm (E2-7110/4GB/500GB/W10),1366,768
15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.65,1195.0,Intel,Intel Core,5,2.5,256GB,SSD,DellGamingInspiron 7577,1920,1080
17.3,32,Nvidia GeForce GTX 980M,Windows 10,3.58,1279.0,Intel,Intel Core,7,2.7,256GB,SSD,AsusGamingG701VO-IH74K (i7-6820HK/32GB/2x,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,1.9,549.0,Intel,Intel Core,5,2.5,1TB,HDD,LenovoNotebookV310-15ISK (i5-7200U/4GB/1TB/FHD/W10),1920,1080
12.5,8,Intel HD Graphics 520,Windows 10,1.3,1713.49,Intel,Intel Core,7,2.5,256GB,SSD,LenovoUltrabookThinkPad Yoga,1920,1080
15.6,8,Nvidia GeForce MX150,Windows 10,3.0,951.0,Intel,Intel Core,7,1.8,256GB,SSD,AcerNotebookAspire A517-51G,1920,1080
14.0,16,Intel HD Graphics 620,Windows 10,1.38,1749.0,Intel,Intel Core,7,2.7,512GB,SSD,Lenovo2 in 1 ConvertibleYoga 910-13IKB,1920,1080
15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.65,1349.0,Intel,Intel Core,7,2.8,128GB,SSD,DellGamingInspiron 7577,1920,1080
15.6,16,Nvidia Quadro M2200M,Windows 10,2.5,2449.0,Intel,Intel Core,7,2.9,512GB,SSD,LenovoNotebookThinkpad P51,1920,1080
15.6,4,Intel HD Graphics 405,Windows 10,2.65,309.0,Intel,Intel Pentium,3710,1.6,1TB,HDD,AsusNotebookX540SA-RBPDN09 (N3710/4GB/1TB/W10),1366,768
17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.8,1890.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGE73VR 7RE,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,949.0,Intel,Intel Core,7,2.8,1TB,HDD,AsusGamingFX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,1920,1080
15.6,4,AMD Radeon R4,Windows 10,2.1,398.0,AMD,AMD A6-Series,6,2.5,1TB,HDD,HPNotebook15-bw011nv (A6-9220/4GB/1TB/FHD/W10),1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.62,985.0,Intel,Intel Core,5,2.5,256GB,SSD,DellGamingInspiron 7567,1920,1080
14.0,4,Intel HD Graphics 500,Windows 10,1.45,389.0,Intel,Intel Celeron,3450,1.1,32GB,SSD,MediacomNotebookSmartBook Edge,1920,1080
15.6,4,Intel HD Graphics 620,Linux,2.4,441.8,Intel,Intel Core,5,2.5,500GB,HDD,AcerNotebookAspire ES1-572,1366,768
15.6,4,Intel HD Graphics 620,Windows 10,2.1,621.45,Intel,Intel Core,5,2.5,1TB,HDD,LenovoNotebookV310-15IKB (i5-7200U/4GB/1TB/FHD/W10),1920,1080
13.3,8,Intel HD Graphics 615,Windows 10,1.12,989.0,Intel,Intel Core,5,1.2,256GB,SSD,AcerUltrabookSwift 7,1920,1080
17.3,16,AMD Radeon RX 580,Windows 10,3.2,1549.0,AMD,AMD Ryzen,1700,3.0,256GB,SSD,AsusGamingRog Strix,1920,1080
15.6,4,Intel HD Graphics 520,Linux,2.1,390.0,Intel,Intel Core,3,2.0,1TB,HDD,AcerNotebookAspire A315-51,1366,768
15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.06,1899.0,Intel,Intel Core,7,2.8,512GB,SSD,DellNotebookXPS 15,1920,1080
14.0,16,Nvidia GeForce GTX 1060,Windows 10,1.95,3499.0,Intel,Intel Core,7,2.8,1TB,SSD,RazerGamingBlade Pro,1920,1080
15.6,4,AMD Radeon R5 M420,Windows 10,2.18,617.9,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookVostro 3568,1366,768
15.6,8,Nvidia GeForce 940MX,Windows 10,2.16,1130.33,Intel,Intel Core,7,1.8,256GB,SSD,DellNotebookInspiron 7570,1920,1080
14.0,2,Intel HD Graphics 400,Windows 10,1.42,249.0,Intel,Intel Celeron,3060,1.6,32GB,Flash Storage,LenovoNotebookIdeaPad 100S-14IBR,1366,768
15.6,8,Nvidia Quadro M1000M,Windows 7,2.0,1899.0,Intel,Intel Core,7,2.6,256GB,SSD,HPWorkstationZBook Studio,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,2.37,1099.0,Intel,Intel Core,5,2.5,256GB,SSD,AsusNotebookPro P2540UA-XS51,1920,1080
11.6,4,Intel HD Graphics 400,Windows 10,1.4,475.0,Intel,Intel Celeron,3060,1.6,128GB,SSD,LenovoNetbookN23 (N3060/4GB/128GB/W10),1366,768
15.6,8,Intel HD Graphics 620,Windows 10,2.18,836.0,Intel,Intel Core,5,2.5,1TB,HDD,DellNotebookVostro 5568,1920,1080
15.6,4,Nvidia GeForce 920MX ,Windows 10,2.2,579.0,Intel,Intel Core,3,2.0,1TB,HDD,LenovoNotebookIdeapad 320-15ISK,1920,1080
13.3,4,Intel HD Graphics 620,Windows 10,1.28,1799.0,Intel,Intel Core,5,2.5,256GB,SSD,HP2 in 1 ConvertibleEliteBook x360,1920,1080
17.3,32,Nvidia GeForce GTX 980M,Windows 10,4.6,3240.0,Intel,Intel Core,7,2.7,512GB,SSD,LenovoGamingIdeaPad Y900-17ISK,1920,1080
15.6,4,AMD Radeon R5 M430,Linux,2.25,465.62,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookInspiron 3567,1366,768
14.0,8,Intel UHD Graphics 620,Windows 10,1.63,812.0,Intel,Intel Core,5,1.6,1TB,HDD,HPNotebookProbook 440,1920,1080
15.6,8,Nvidia GeForce GTX1060,Windows 10,2.24,1339.0,Intel,Intel Core,7,2.8,128GB,SSD,AsusGamingFX502VM-DM560T (i7-7700HQ/8GB/1TB,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,1.5,619.0,Intel,Intel Core,3,2.4,128GB,SSD,AcerNotebookSwift 3,1920,1080
14.0,8,Intel UHD Graphics 620,Windows 10,1.63,1084.0,Intel,Intel Core,7,1.8,512GB,SSD,HPNotebookProbook 440,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.42,1841.85,Intel,Intel Core,5,1.6,256GB,SSD,DellUltrabookLatitude 7390,1920,1080
15.6,8,Nvidia GeForce 940MX,Windows 10,2.0,1207.0,Intel,Intel Core,7,2.7,128GB,SSD,DellNotebookInspiron 7560,1920,1080
13.3,8,Intel HD Graphics 515,Windows 10,1.16,1699.0,Intel,Intel Core,6Y,1.1,256GB,SSD,HPNotebookEliteBook 1030,3200,1800
15.6,4,Intel HD Graphics 620,Windows 10,2.0,586.19,Intel,Intel Core,5,2.5,256GB,SSD,AsusNotebookVivoBook Max,1366,768
17.3,16,Nvidia GeForce GTX 970M,Windows 10,4.14,2199.0,Intel,Intel Core,7,2.7,128GB,SSD,MSIGamingLaptop MSI,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1089.0,Intel,Intel Core,5,2.5,128GB,SSD,MSIGamingGL62M (i5-7300HQ/8GB/1TB,1920,1080
17.3,32,Nvidia GeForce GTX 1080,Windows 10,3.49,5499.0,Intel,Intel Core,7,2.9,512GB,SSD,RazerGamingBlade Pro,3840,2160
15.6,8,Nvidia GeForce 940MX,Windows 10,1.7,1118.0,Intel,Intel Core,7,1.8,256GB,SSD,AsusNotebookVivoBook S15,1920,1080
15.6,8,AMD Radeon 530,Windows 10,2.2,919.0,Intel,Intel Core,7,1.8,256GB,SSD,DellNotebookInspiron 5570,1920,1080
15.6,8,Intel HD Graphics 520,Windows 10,2.09,1046.44,Intel,Intel Core,5,2.4,500GB,HDD,DellNotebookLatitude E5570,1920,1080
15.6,4,Intel HD Graphics 520,Linux,2.1,412.0,Intel,Intel Core,3,2.0,128GB,SSD,AcerNotebookAspire 3,1366,768
14.0,6,Nvidia GeForce 940MX,Windows 10,1.58,659.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookPavilion 14-BK001nv,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,1.99,906.62,Intel,Intel Core,5,2.5,1TB,HDD,AsusNotebookVivoBook Pro,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,1.36,1750.0,Intel,Intel Core,7,2.7,256GB,SSD,HPUltrabookElitebook 1040,1920,1080
17.3,8,Nvidia GeForce 930MX ,Windows 10,2.5,1018.0,Intel,Intel Core,7,1.8,1TB,HDD,HPNotebookProbook 470,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,2.0,1064.0,Intel,Intel Core,5,2.5,500GB,HDD,ToshibaNotebookTecra A50-D-11M,1920,1080
14.0,4,Intel HD Graphics 520,Windows 10,1.76,755.0,Intel,Intel Core,5,2.3,500GB,HDD,DellNotebookLatitude 3480,1366,768
14.0,8,Intel HD Graphics 620,Windows 10,1.13,2499.0,Intel,Intel Core,7,2.7,512GB,SSD,LenovoUltrabookThinkpad X1,1920,1080
11.6,4,Intel HD Graphics 400,Chrome OS,1.2,287.9,Intel,Intel Celeron,3060,1.6,16GB,Flash Storage,AsusNetbookChromebook C202SA,1366,768
15.6,4,Intel HD Graphics 520,No OS,2.2,369.0,Intel,Intel Core,3,2.0,128GB,SSD,LenovoNotebookIdeaPad 320-15ISK,1366,768
15.6,8,AMD Radeon 530,Windows 10,1.9,663.0,Intel,Intel Core,5,1.6,1TB,HDD,DellUltrabookInspiron 5570,1920,1080
12.5,4,Intel HD Graphics 520,Windows 7,1.5,1135.15,Intel,Intel Core,3,2.3,500GB,HDD,DellUltrabookLatitude E5270,1366,768
15.6,4,Intel HD Graphics 505,Linux,2.0,398.99,Intel,Intel Pentium,4200,1.1,1TB,HDD,AsusNotebookX541NA-GO121 (N4200/4GB/1TB/Linux),1366,768
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.62,1099.0,Intel,Intel Core,7,2.8,1TB,HDD,DellGamingInspiron 7567,1920,1080
17.3,8,Nvidia GeForce 930MX,Windows 10,2.5,914.0,Intel,Intel Core,5,1.6,1TB,HDD,HPNotebookProBook 470,1920,1080
15.6,8,AMD Radeon 520,Linux,2.2,647.0,Intel,Intel Core,5,1.6,1TB,HDD,DellNotebookInspiron 3576,1920,1080
13.3,8,Intel Iris Plus Graphics 650,macOS,1.37,1803.6,Intel,Intel Core,5,3.1,256GB,SSD,AppleUltrabookMacBook Pro,2560,1600
11.6,4,Intel HD Graphics 400,Chrome OS,1.25,379.0,Intel,Intel Celeron,3160,1.6,32GB,Flash Storage,Acer2 in 1 ConvertibleCB5-132T-C9KK (N3160/4GB/32GB/Chrome,1366,768
14.0,8,Intel HD Graphics 405,Windows 10,1.94,389.0,Intel,Intel Pentium,3710,1.6,2TB,HDD,HPNotebook14-am079na (N3710/8GB/2TB/W10),1366,768
15.6,4,AMD Radeon R4 Graphics,Windows 10,1.86,398.49,AMD,AMD A6-Series,6,2.5,256GB,SSD,HPNotebook255 G6,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.18,657.0,Intel,Intel Core,5,2.5,1TB,HDD,DellNotebookVostro 3568,1920,1080
14.0,16,Nvidia GeForce GTX 970M,Windows 10,1.7,1769.0,Intel,Intel Core,7,2.6,256GB,SSD,MSIGamingGS40 Phantom,1920,1080
15.6,4,Intel HD Graphics 505,Windows 10,2.2,349.0,Intel,Intel Pentium,4200,1.1,128GB,SSD,LenovoNotebookIdeaPad 320-15IAP,1920,1080
17.3,16,Nvidia GeForce GTX 965M,No OS,4.0,998.0,Intel,Intel Core,7,2.6,1TB,HDD,AsusGamingRog G752VL-GC088D,1920,1080
14.0,16,Nvidia GeForce 930M,Windows 10,1.47,1764.0,Intel,Intel Core,7,2.6,512GB,SSD,ToshibaUltrabookTecra Z40-C-161,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.0,669.0,Intel,Intel Core,3,2.4,500GB,HDD,ToshibaNotebookSatellite Pro,1366,768
13.3,8,Intel HD Graphics 520,Windows 10,1.48,2041.0,Intel,Intel Core,7,2.6,512GB,SSD,HP2 in 1 ConvertibleSpectre Pro,2560,1440
14.0,4,Intel HD Graphics 620,Windows 10,1.7,699.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookIdeaPad 520s-14IKB,1920,1080
15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1265.0,Intel,Intel Core,7,2.8,128GB,SSD,AsusGamingGL553VE-FY082T (i7-7700HQ/8GB/1TB,1920,1080
15.6,12,AMD Radeon 530,Windows 10,2.2,899.0,AMD,AMD A12-Series,12,3.6,2TB,HDD,LenovoNotebookIdeaPad 320-15ABR,1920,1080
15.6,4,Intel HD Graphics 520,Windows 10,2.3,649.0,Intel,Intel Core,5,2.3,256GB,SSD,FujitsuNotebookLifeBook A556,1366,768
15.6,8,AMD Radeon R5,Windows 10,2.23,469.0,AMD,AMD A8-Series,8,2.2,256GB,SSD,AcerNotebookES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),1920,1080
15.6,4,Intel HD Graphics 520,Windows 10,2.1,447.0,Intel,Intel Core,3,2.0,1TB,HDD,AcerNotebookAspire A315-51,1366,768
15.6,4,AMD Radeon R5,Windows 10,2.1,451.0,AMD,AMD A9-Series,9,3.0,256GB,SSD,AcerNotebookAspire 3,1366,768
14.0,2,Intel HD Graphics,Windows 10,1.5,229.0,Intel,Intel Celeron,3050,1.6,64GB,Flash Storage,LenovoNotebookIdeaPad 100S-14IBR,1366,768
